Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210618|3750.00C,$SPX,"3,750.00",+11.44%,482.80,484.70,486.60,498.00,7.66,+1.56%,4,"9,315",0.00,51.39%,Call,4,06/18/21,"09:30 ET",12.18%,7.33%
$SPX|20210618|3755.00C,$SPX,"3,755.00",+11.33%,477.80,479.70,481.60,484.30,10.52,+2.22%,2,41,0.05,50.90%,Call,4,06/18/21,"10:09 ET",12.18%,7.33%
$SPX|20210618|3760.00C,$SPX,"3,760.00",+11.21%,472.20,474.25,476.30,483.97,83.51,+20.85%,1,136,0.01,46.17%,Call,4,06/18/21,"09:48 ET",12.18%,7.33%
$SPX|20210618|3765.00C,$SPX,"3,765.00",+11.09%,467.80,469.65,471.50,381.28,22.47,+6.26%,1,368,0.00,49.53%,Call,4,06/18/21,04/12/21,12.18%,7.33%
$SPX|20210618|3770.00C,$SPX,"3,770.00",+10.97%,462.80,464.55,466.30,322.10,-43.80,-11.97%,3,128,0.02,48.23%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3775.00C,$SPX,"3,775.00",+10.85%,457.80,459.75,461.70,461.40,3.11,+0.68%,1,"1,556",0.00,57.40%,Call,4,06/18/21,"11:32 ET",12.18%,7.33%
$SPX|20210618|3780.00C,$SPX,"3,780.00",+10.74%,452.80,454.85,456.90,405.58,71.51,+21.41%,1,343,0.00,49.47%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3785.00C,$SPX,"3,785.00",+10.62%,447.80,449.75,451.70,414.27,0.78,+0.19%,2,384,0.01,48.29%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3790.00C,$SPX,"3,790.00",+10.50%,442.90,444.80,446.70,417.46,103.92,+33.14%,1,253,0.00,48.13%,Call,4,06/18/21,05/27/21,12.18%,7.33%
$SPX|20210618|3795.00C,$SPX,"3,795.00",+10.38%,437.90,439.75,441.60,437.47,110.44,+33.77%,1,177,0.01,47.30%,Call,4,06/18/21,06/08/21,12.18%,7.33%
$SPX|20210618|3800.00C,$SPX,"3,800.00",+10.26%,432.80,434.75,436.70,437.50,7.02,+1.63%,51,"11,006",0.00,46.80%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3805.00C,$SPX,"3,805.00",+10.15%,427.90,429.70,431.50,373.23,-3.87,-1.03%,5,44,0.11,45.96%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3810.00C,$SPX,"3,810.00",+10.03%,422.90,424.90,426.90,434.42,32.42,+8.06%,1,564,0.00,46.77%,Call,4,06/18/21,"09:48 ET",12.18%,7.33%
$SPX|20210618|3815.00C,$SPX,"3,815.00",+9.91%,417.90,419.75,421.60,362.94,26.86,+7.99%,1,631,0.00,45.31%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3820.00C,$SPX,"3,820.00",+9.79%,412.90,414.75,416.60,419.34,23.62,+5.97%,1,570,0.00,44.82%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3825.00C,$SPX,"3,825.00",+9.67%,407.90,409.85,411.80,412.37,-3.67,-0.88%,4,"2,615",0.00,44.95%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3830.00C,$SPX,"3,830.00",+9.56%,402.90,404.85,406.80,399.95,118.55,+42.13%,1,627,0.00,44.45%,Call,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3835.00C,$SPX,"3,835.00",+9.44%,398.00,399.85,401.70,362.90,19.07,+5.55%,1,269,0.00,43.95%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3840.00C,$SPX,"3,840.00",+9.32%,393.00,394.95,396.90,396.89,95.94,+31.88%,1,739,0.00,44.03%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3845.00C,$SPX,"3,845.00",+9.20%,387.90,389.75,391.60,330.42,-4.92,-1.47%,12,971,0.01,42.34%,Call,4,06/18/21,05/11/21,12.18%,7.33%
$SPX|20210618|3850.00C,$SPX,"3,850.00",+9.08%,383.00,384.90,386.80,388.13,-2.94,-0.75%,2,"7,957",0.00,42.74%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3855.00C,$SPX,"3,855.00",+8.97%,377.50,379.50,381.50,374.49,29.40,+8.52%,1,"1,189",0.00,39.64%,Call,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3860.00C,$SPX,"3,860.00",+8.85%,373.00,374.75,376.50,383.74,33.22,+9.48%,1,"1,145",0.00,40.85%,Call,4,06/18/21,"09:47 ET",12.18%,7.33%
$SPX|20210618|3865.00C,$SPX,"3,865.00",+8.73%,368.00,369.75,371.50,319.18,7.25,+2.32%,1,"1,805",0.00,40.36%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3870.00C,$SPX,"3,870.00",+8.61%,363.00,364.80,366.60,373.92,12.14,+3.36%,1,"1,360",0.00,40.16%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3875.00C,$SPX,"3,875.00",+8.49%,358.10,359.85,361.60,361.95,0.75,+0.21%,1,"6,615",0.00,39.94%,Call,4,06/18/21,"11:32 ET",12.18%,7.33%
$SPX|20210618|3880.00C,$SPX,"3,880.00",+8.37%,353.10,355.00,356.90,354.90,64.68,+22.29%,2,"2,057",0.00,40.23%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3885.00C,$SPX,"3,885.00",+8.26%,348.10,350.00,351.90,231.12,-25.25,-9.85%,7,"1,200",0.01,39.72%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3890.00C,$SPX,"3,890.00",+8.14%,343.10,344.90,346.70,337.83,38.84,+12.99%,5,"1,722",0.00,38.70%,Call,4,06/18/21,06/08/21,12.18%,7.33%
$SPX|20210618|3895.00C,$SPX,"3,895.00",+8.02%,338.10,339.90,341.70,352.13,46.52,+15.22%,1,"2,420",0.00,38.20%,Call,4,06/18/21,05/07/21,12.18%,7.33%
$SPX|20210618|3900.00C,$SPX,"3,900.00",+7.90%,333.10,335.10,337.10,339.00,-3.50,-1.02%,4,"62,178",0.00,38.67%,Call,4,06/18/21,"11:21 ET",12.18%,7.33%
$SPX|20210618|3905.00C,$SPX,"3,905.00",+7.78%,328.30,330.15,332.00,277.28,65.82,+31.13%,1,"3,078",0.00,38.38%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3910.00C,$SPX,"3,910.00",+7.67%,323.20,325.15,327.10,331.38,5.98,+1.84%,1,"5,668",0.00,37.86%,Call,4,06/18/21,"09:39 ET",12.18%,7.33%
$SPX|20210618|3915.00C,$SPX,"3,915.00",+7.55%,318.20,320.10,322.00,283.30,85.28,+43.07%,1,"6,626",0.00,37.12%,Call,4,06/18/21,05/25/21,12.18%,7.33%
$SPX|20210618|3920.00C,$SPX,"3,920.00",+7.43%,313.20,315.10,317.00,319.74,43.44,+15.72%,21,"6,998",0.00,36.61%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3925.00C,$SPX,"3,925.00",+7.31%,308.20,310.15,312.10,310.54,-5.26,-1.67%,4,"23,118",0.00,36.31%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3930.00C,$SPX,"3,930.00",+7.19%,303.30,305.25,307.20,302.32,1.78,+0.59%,3,"10,350",0.00,36.20%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3935.00C,$SPX,"3,935.00",+7.08%,298.30,300.15,302.00,271.17,88.45,+48.41%,1,"10,888",0.00,35.27%,Call,4,06/18/21,05/24/21,12.18%,7.33%
$SPX|20210618|3940.00C,$SPX,"3,940.00",+6.96%,293.30,295.10,296.90,292.94,4.54,+1.57%,1,"6,775",0.00,34.54%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3945.00C,$SPX,"3,945.00",+6.84%,288.30,290.25,292.20,239.18,-36.37,-13.20%,1,"7,691",0.00,34.63%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3950.00C,$SPX,"3,950.00",+6.72%,283.00,285.05,287.10,289.06,-1.90,-0.65%,338,"49,051",0.01,33.30%,Call,4,06/18/21,"10:18 ET",12.18%,7.33%
$SPX|20210618|3955.00C,$SPX,"3,955.00",+6.60%,278.40,280.30,282.20,276.75,0.83,+0.30%,1,"4,393",0.00,33.78%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3960.00C,$SPX,"3,960.00",+6.49%,273.40,275.20,277.00,281.29,10.37,+3.83%,1,"5,471",0.00,32.87%,Call,4,06/18/21,"09:40 ET",12.18%,7.33%
$SPX|20210618|3965.00C,$SPX,"3,965.00",+6.37%,268.40,270.35,272.30,223.62,-38.23,-14.60%,1,"5,506",0.00,32.90%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3970.00C,$SPX,"3,970.00",+6.25%,263.80,265.70,267.60,262.27,8.61,+3.39%,1,"5,782",0.00,33.54%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3975.00C,$SPX,"3,975.00",+6.13%,258.50,260.40,262.30,260.92,-5.80,-2.17%,4,"6,017",0.00,32.01%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3980.00C,$SPX,"3,980.00",+6.01%,253.50,255.45,257.40,258.07,31.92,+14.11%,1,"2,819",0.00,31.65%,Call,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|3985.00C,$SPX,"3,985.00",+5.90%,248.20,250.25,252.30,234.07,4.48,+1.95%,1,"1,137",0.00,30.43%,Call,4,06/18/21,05/28/21,12.18%,7.33%
$SPX|20210618|3990.00C,$SPX,"3,990.00",+5.78%,243.60,245.55,247.50,253.03,12.73,+5.30%,1,"1,786",0.00,30.89%,Call,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|3995.00C,$SPX,"3,995.00",+5.66%,238.60,240.60,242.60,237.78,95.38,+66.98%,1,"2,656",0.00,30.51%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|4000.00C,$SPX,"4,000.00",+5.54%,234.00,235.80,237.60,239.04,-2.91,-1.20%,1,"64,192",0.00,30.54%,Call,4,06/18/21,"10:43 ET",12.18%,7.33%
$SPX|20210618|4005.00C,$SPX,"4,005.00",+5.42%,228.70,230.65,232.60,205.40,12.23,+6.33%,35,"1,830",0.02,29.56%,Call,4,06/18/21,05/25/21,12.18%,7.33%
$SPX|20210618|4010.00C,$SPX,"4,010.00",+5.31%,223.80,225.60,227.40,232.08,16.26,+7.53%,1,553,0.00,28.87%,Call,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|4015.00C,$SPX,"4,015.00",+5.19%,218.80,220.75,222.70,215.22,73.94,+52.34%,1,6,0.17,28.75%,Call,4,06/18/21,05/25/21,12.18%,7.33%
$SPX|20210618|4020.00C,$SPX,"4,020.00",+5.07%,213.90,215.85,217.80,219.82,7.27,+3.42%,1,"3,212",0.00,28.46%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4025.00C,$SPX,"4,025.00",+4.95%,208.90,210.85,212.80,211.59,-5.65,-2.60%,4,"3,913",0.00,27.90%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4030.00C,$SPX,"4,030.00",+4.83%,204.00,205.90,207.80,210.88,6.81,+3.34%,2,272,0.01,27.47%,Call,4,06/18/21,"10:09 ET",12.18%,7.33%
$SPX|20210618|4035.00C,$SPX,"4,035.00",+4.71%,199.00,201.00,203.00,175.60,11.40,+6.94%,10,20,0.50,27.16%,Call,4,06/18/21,05/21/21,12.18%,7.33%
$SPX|20210618|4040.00C,$SPX,"4,040.00",+4.60%,194.10,196.05,198.00,199.82,3.79,+1.93%,40,"2,052",0.02,26.71%,Call,4,06/18/21,"10:23 ET",12.18%,7.33%
$SPX|20210618|4045.00C,$SPX,"4,045.00",+4.48%,188.90,190.95,193.00,159.21,-11.32,-6.64%,2,52,0.04,25.90%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|4050.00C,$SPX,"4,050.00",+4.36%,184.20,186.05,187.90,190.10,-1.96,-1.02%,250,"14,287",0.02,25.57%,Call,4,06/18/21,"10:23 ET",12.18%,7.33%
$SPX|20210618|4055.00C,$SPX,"4,055.00",+4.24%,179.30,181.25,183.20,171.43,70.43,+69.73%,8,"1,014",0.01,25.43%,Call,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|4060.00C,$SPX,"4,060.00",+4.12%,174.00,176.05,178.10,188.23,20.49,+12.22%,5,"6,061",0.00,24.42%,Call,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|4065.00C,$SPX,"4,065.00",+4.01%,171.20,171.55,171.90,170.90,9.80,+6.08%,2,"5,213",0.00,24.88%,Call,4,06/18/21,06/08/21,12.18%,7.33%
$SPX|20210618|4070.00C,$SPX,"4,070.00",+3.89%,166.50,166.85,167.20,169.19,-10.62,-5.91%,1,"10,798",0.00,24.84%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4075.00C,$SPX,"4,075.00",+3.77%,161.70,162.00,162.30,162.09,-4.61,-2.77%,20,"14,361",0.00,24.50%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4080.00C,$SPX,"4,080.00",+3.65%,156.40,156.85,157.30,161.71,10.12,+6.68%,1,"4,344",0.00,23.63%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4085.00C,$SPX,"4,085.00",+3.53%,151.70,152.05,152.40,152.10,7.10,+4.90%,5,"5,573",0.00,23.45%,Call,4,06/18/21,"12:39 ET",12.18%,7.33%
$SPX|20210618|4090.00C,$SPX,"4,090.00",+3.42%,147.00,147.35,147.70,146.97,7.50,+5.38%,2,"4,330",0.00,23.23%,Call,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|4095.00C,$SPX,"4,095.00",+3.30%,142.20,142.55,142.90,145.40,12.90,+9.74%,1,"4,806",0.00,22.91%,Call,4,06/18/21,"10:14 ET",12.18%,7.33%
$SPX|20210618|4100.00C,$SPX,"4,100.00",+3.18%,137.00,137.40,137.80,137.32,-2.82,-2.01%,5,"23,229",0.00,21.92%,Call,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|4105.00C,$SPX,"4,105.00",+3.06%,132.30,132.65,133.00,139.16,9.29,+7.15%,2,"3,271",0.00,21.77%,Call,4,06/18/21,"09:41 ET",12.18%,7.33%
$SPX|20210618|4110.00C,$SPX,"4,110.00",+2.94%,127.70,128.05,128.40,127.63,-8.05,-5.93%,5,"6,907",0.00,21.68%,Call,4,06/18/21,"12:45 ET",12.18%,7.33%
$SPX|20210618|4115.00C,$SPX,"4,115.00",+2.83%,122.90,123.25,123.60,120.65,34.95,+40.78%,6,"7,827",0.00,21.28%,Call,4,06/18/21,06/08/21,12.18%,7.33%
$SPX|20210618|4120.00C,$SPX,"4,120.00",+2.71%,118.10,118.45,118.80,122.21,-0.91,-0.74%,32,"9,756",0.00,20.87%,Call,4,06/18/21,"10:53 ET",12.18%,7.33%
$SPX|20210618|4125.00C,$SPX,"4,125.00",+2.59%,113.40,113.70,114.00,114.17,-4.03,-3.41%,4,"29,322",0.00,20.49%,Call,4,06/18/21,"12:35 ET",12.18%,7.33%
$SPX|20210618|4130.00C,$SPX,"4,130.00",+2.47%,108.40,108.75,109.10,113.94,0.54,+0.48%,1,"5,318",0.00,19.86%,Call,4,06/18/21,"09:38 ET",12.18%,7.33%
$SPX|20210618|4135.00C,$SPX,"4,135.00",+2.35%,103.70,104.15,104.60,106.72,7.52,+7.58%,5,"8,246",0.00,19.62%,Call,4,06/18/21,"10:29 ET",12.18%,7.33%
$SPX|20210618|4140.00C,$SPX,"4,140.00",+2.24%,98.80,99.25,99.70,101.17,-0.83,-0.81%,1,"8,952",0.00,19.02%,Call,4,06/18/21,"11:36 ET",12.18%,7.33%
$SPX|20210618|4145.00C,$SPX,"4,145.00",+2.12%,94.20,94.60,95.00,97.62,-1.07,-1.08%,6,"10,526",0.00,18.67%,Call,4,06/18/21,"10:08 ET",12.18%,7.33%
$SPX|20210618|4150.00C,$SPX,"4,150.00",+2.00%,89.60,89.95,90.30,89.87,-10.43,-10.40%,28,"29,567",0.00,18.21%,Call,4,06/18/21,"12:47 ET",12.18%,7.33%
$SPX|20210618|4155.00C,$SPX,"4,155.00",+1.88%,85.00,85.35,85.70,85.05,-5.27,-5.83%,3,"13,159",0.00,17.64%,Call,4,06/18/21,"12:39 ET",12.18%,7.33%
$SPX|20210618|4160.00C,$SPX,"4,160.00",+1.76%,80.30,80.75,81.20,83.44,-7.41,-8.16%,19,"11,458",0.00,17.53%,Call,4,06/18/21,"12:13 ET",12.18%,7.33%
$SPX|20210618|4165.00C,$SPX,"4,165.00",+1.64%,75.80,76.20,76.60,78.90,-1.45,-1.80%,1,"6,912",0.00,17.14%,Call,4,06/18/21,"10:32 ET",12.18%,7.33%
$SPX|20210618|4170.00C,$SPX,"4,170.00",+1.53%,71.40,71.85,72.30,71.87,-9.68,-11.87%,4,"11,610",0.00,16.91%,Call,4,06/18/21,"12:47 ET",12.18%,7.33%
$SPX|20210618|4175.00C,$SPX,"4,175.00",+1.41%,67.00,67.40,67.80,66.89,-2.91,-4.17%,35,"23,240",0.00,16.51%,Call,4,06/18/21,"12:39 ET",12.18%,7.33%
$SPX|20210618|4180.00C,$SPX,"4,180.00",+1.29%,62.60,62.95,63.30,64.08,-6.81,-9.61%,14,"14,813",0.00,16.09%,Call,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4185.00C,$SPX,"4,185.00",+1.17%,58.30,58.60,58.90,67.30,7.46,+12.47%,1,"8,881",0.00,15.70%,Call,4,06/18/21,"09:30 ET",12.18%,7.33%
$SPX|20210618|4190.00C,$SPX,"4,190.00",+1.05%,54.10,54.40,54.70,54.39,-3.78,-6.50%,3,"7,007",0.00,15.36%,Call,4,06/18/21,"12:48 ET",12.18%,7.33%
$SPX|20210618|4195.00C,$SPX,"4,195.00",+0.94%,49.80,50.20,50.60,53.48,2.03,+3.95%,1,"9,479",0.00,14.99%,Call,4,06/18/21,"10:02 ET",12.18%,7.33%
$SPX|20210618|4200.00C,$SPX,"4,200.00",+0.82%,45.90,46.20,46.50,45.77,-8.73,-16.02%,300,"37,186",0.01,14.68%,Call,4,06/18/21,"12:32 ET",12.18%,7.33%
$SPX|20210618|4205.00C,$SPX,"4,205.00",+0.70%,41.90,42.30,42.70,45.83,1.14,+2.55%,7,"10,162",0.00,14.38%,Call,4,06/18/21,"09:53 ET",12.18%,7.33%
$SPX|20210618|4210.00C,$SPX,"4,210.00",+0.58%,38.30,38.55,38.80,39.25,-1.73,-4.22%,27,"6,346",0.00,14.09%,Call,4,06/18/21,"12:23 ET",12.18%,7.33%
$SPX|20210618|4215.00C,$SPX,"4,215.00",+0.46%,34.60,34.85,35.10,36.80,-0.60,-1.60%,25,"5,323",0.00,13.77%,Call,4,06/18/21,"10:31 ET",12.18%,7.33%
$SPX|20210618|4220.00C,$SPX,"4,220.00",+0.35%,30.80,31.05,31.30,31.97,-1.68,-4.99%,637,"11,174",0.06,13.31%,Call,4,06/18/21,"12:08 ET",12.18%,7.33%
$SPX|20210618|4225.00C,$SPX,"4,225.00",+0.23%,27.70,27.95,28.20,27.80,-2.20,-7.33%,"6,012","45,930",0.13,13.09%,Call,4,06/18/21,"12:35 ET",12.18%,7.33%
$SPX|20210618|4230.00C,$SPX,"4,230.00",+0.11%,24.60,24.80,25.00,24.50,-6.20,-20.20%,"1,264","11,375",0.11,12.93%,Call,4,06/18/21,"12:53 ET",12.18%,7.33%
$SPX|20210618|4235.00C,$SPX,"4,235.00",-0.01%,21.10,21.35,21.60,21.80,-5.50,-20.15%,604,"3,838",0.16,12.41%,Call,4,06/18/21,"12:46 ET",12.18%,7.33%
$SPX|20210618|4240.00C,$SPX,"4,240.00",-0.13%,18.50,18.70,18.90,19.08,-4.62,-19.49%,"1,973","1,925",1.02,12.24%,Call,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4245.00C,$SPX,"4,245.00",-0.24%,16.20,16.40,16.60,16.42,-4.34,-20.91%,123,"5,264",0.02,12.17%,Call,4,06/18/21,"12:51 ET",12.18%,7.33%
$SPX|20210618|4250.00C,$SPX,"4,250.00",-0.36%,13.90,14.05,14.20,13.90,-4.10,-22.78%,"9,491","20,726",0.46,11.86%,Call,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4255.00C,$SPX,"4,255.00",-0.48%,12.00,12.15,12.30,12.21,-3.24,-20.97%,82,"1,435",0.06,11.92%,Call,4,06/18/21,"12:46 ET",12.18%,7.33%
$SPX|20210618|4260.00C,$SPX,"4,260.00",-0.60%,10.10,10.25,10.40,10.37,-2.63,-20.23%,188,"1,086",0.17,11.79%,Call,4,06/18/21,"12:46 ET",12.18%,7.33%
$SPX|20210618|4265.00C,$SPX,"4,265.00",-0.72%,8.40,8.55,8.70,8.67,-2.33,-21.18%,55,784,0.07,11.62%,Call,4,06/18/21,"12:46 ET",12.18%,7.33%
$SPX|20210618|4270.00C,$SPX,"4,270.00",-0.83%,6.90,7.05,7.20,7.00,-1.98,-22.05%,"3,361","1,344",2.50,11.34%,Call,4,06/18/21,"12:52 ET",12.18%,7.33%
$SPX|20210618|4275.00C,$SPX,"4,275.00",-0.95%,5.70,5.80,5.90,5.75,-1.95,-25.32%,"5,073","20,424",0.25,11.22%,Call,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4280.00C,$SPX,"4,280.00",-1.07%,4.70,4.80,4.90,4.65,-1.55,-25.00%,162,"1,134",0.14,11.21%,Call,4,06/18/21,"12:32 ET",12.18%,7.33%
$SPX|20210618|4285.00C,$SPX,"4,285.00",-1.19%,3.80,3.90,4.00,3.95,-1.11,-21.94%,71,"1,218",0.06,11.18%,Call,4,06/18/21,"12:41 ET",12.18%,7.33%
$SPX|20210618|4290.00C,$SPX,"4,290.00",-1.31%,3.10,3.20,3.30,3.20,-0.50,-13.51%,934,"1,528",0.61,11.13%,Call,4,06/18/21,"12:53 ET",12.18%,7.33%
$SPX|20210618|4295.00C,$SPX,"4,295.00",-1.43%,2.55,2.65,2.75,2.70,-0.85,-23.94%,54,"3,401",0.02,11.24%,Call,4,06/18/21,"12:50 ET",12.18%,7.33%
$SPX|20210618|4300.00C,$SPX,"4,300.00",-1.54%,2.20,2.25,2.30,2.15,-0.75,-25.86%,"1,604","16,741",0.10,11.31%,Call,4,06/18/21,"12:53 ET",12.18%,7.33%
$SPX|20210618|4305.00C,$SPX,"4,305.00",-1.66%,1.75,1.83,1.90,1.97,-0.28,-12.44%,19,"1,339",0.01,11.32%,Call,4,06/18/21,"11:22 ET",12.18%,7.33%
$SPX|20210618|4310.00C,$SPX,"4,310.00",-1.78%,1.50,1.58,1.65,1.51,-0.49,-24.50%,102,"2,126",0.05,11.40%,Call,4,06/18/21,"12:36 ET",12.18%,7.33%
$SPX|20210618|4315.00C,$SPX,"4,315.00",-1.90%,1.20,1.28,1.35,1.26,-0.42,-25.00%,312,"1,239",0.25,11.50%,Call,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|4320.00C,$SPX,"4,320.00",-2.02%,1.05,1.10,1.15,1.07,-0.36,-25.17%,165,"3,637",0.05,11.65%,Call,4,06/18/21,"12:31 ET",12.18%,7.33%
$SPX|20210618|4325.00C,$SPX,"4,325.00",-2.13%,0.85,0.93,1.00,0.92,-0.21,-18.58%,650,"9,635",0.07,11.83%,Call,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|4330.00C,$SPX,"4,330.00",-2.25%,0.70,0.77,0.85,0.77,-0.18,-18.95%,45,"1,676",0.03,11.94%,Call,4,06/18/21,"12:32 ET",12.18%,7.33%
$SPX|20210618|4335.00C,$SPX,"4,335.00",-2.37%,0.60,0.68,0.75,0.70,-0.15,-17.65%,92,713,0.13,12.23%,Call,4,06/18/21,"10:57 ET",12.18%,7.33%
$SPX|20210618|4340.00C,$SPX,"4,340.00",-2.49%,0.55,0.60,0.65,0.60,-0.15,-20.00%,32,"1,361",0.02,12.39%,Call,4,06/18/21,"10:57 ET",12.18%,7.33%
$SPX|20210618|4345.00C,$SPX,"4,345.00",-2.61%,0.45,0.50,0.55,0.55,-0.10,-15.38%,51,589,0.09,12.69%,Call,4,06/18/21,"10:54 ET",12.18%,7.33%
$SPX|20210618|4350.00C,$SPX,"4,350.00",-2.72%,0.40,0.45,0.50,0.47,-0.03,-6.00%,101,"16,084",0.01,12.83%,Call,4,06/18/21,"12:31 ET",12.18%,7.33%
$SPX|20210618|4355.00C,$SPX,"4,355.00",-2.84%,0.35,0.40,0.45,0.40,0.00,unch,21,"1,758",0.01,12.97%,Call,4,06/18/21,"11:27 ET",12.18%,7.33%
$SPX|20210618|4360.00C,$SPX,"4,360.00",-2.96%,0.30,0.35,0.40,0.37,0.02,+5.71%,21,"2,261",0.01,13.26%,Call,4,06/18/21,"12:50 ET",12.18%,7.33%
$SPX|20210618|4365.00C,$SPX,"4,365.00",-3.08%,0.25,0.30,0.35,0.30,-0.60,-66.67%,46,"1,055",0.04,13.30%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4370.00C,$SPX,"4,370.00",-3.20%,0.25,0.28,0.30,0.25,-0.05,-16.67%,14,"1,814",0.01,13.40%,Call,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4375.00C,$SPX,"4,375.00",-3.31%,0.20,0.25,0.30,0.25,0.00,unch,15,"8,715",0.00,13.82%,Call,4,06/18/21,"12:31 ET",12.18%,7.33%
$SPX|20210618|4380.00C,$SPX,"4,380.00",-3.43%,0.15,0.20,0.25,0.19,-0.01,-5.00%,6,"1,005",0.01,13.74%,Call,4,06/18/21,"10:45 ET",12.18%,7.33%
$SPX|20210618|4385.00C,$SPX,"4,385.00",-3.55%,0.15,0.20,0.25,0.15,-0.05,-25.00%,1,302,0.00,13.74%,Call,4,06/18/21,"10:57 ET",12.18%,7.33%
$SPX|20210618|4390.00C,$SPX,"4,390.00",-3.67%,0.10,0.18,0.25,0.15,0.00,unch,15,751,0.02,14.14%,Call,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4395.00C,$SPX,"4,395.00",-3.79%,0.10,0.15,0.20,0.15,0.00,unch,20,169,0.12,14.53%,Call,4,06/18/21,"11:48 ET",12.18%,7.33%
$SPX|20210618|4400.00C,$SPX,"4,400.00",-3.90%,0.10,0.15,0.20,0.20,0.10,+100.00%,12,"10,433",0.00,15.44%,Call,4,06/18/21,"11:07 ET",12.18%,7.33%
$SPX|20210618|4405.00C,$SPX,"4,405.00",-4.02%,0.10,0.15,0.20,0.10,-0.35,-77.78%,56,266,0.21,15.30%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4410.00C,$SPX,"4,410.00",-4.14%,0.05,0.13,0.20,0.10,0.00,unch,1,593,0.00,14.99%,Call,4,06/18/21,"10:21 ET",12.18%,7.33%
$SPX|20210618|4415.00C,$SPX,"4,415.00",-4.26%,0.05,0.10,0.15,0.15,0.05,+50.00%,3,216,0.01,16.07%,Call,4,06/18/21,"03:07 ET",12.18%,7.33%
$SPX|20210618|4420.00C,$SPX,"4,420.00",-4.38%,0.05,0.10,0.15,0.10,-0.25,-71.43%,45,162,0.28,15.73%,Call,4,06/18/21,06/11/21,12.18%,7.33%
