Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210618|3565.00P,$SPX,"3,565.00",-15.81%,0.15,0.20,0.25,0.30,-0.06,-16.67%,42,881,0.05,59.21%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3570.00P,$SPX,"3,570.00",-15.70%,0.15,0.20,0.25,0.30,-0.57,-65.52%,40,"1,428",0.03,58.77%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3575.00P,$SPX,"3,575.00",-15.58%,0.15,0.20,0.25,0.16,-0.09,-36.00%,80,"8,672",0.01,57.10%,Put,4,06/18/21,"09:30 ET",12.18%,7.33%
$SPX|20210618|3580.00P,$SPX,"3,580.00",-15.46%,0.15,0.20,0.25,0.35,-0.09,-20.45%,247,"4,099",0.06,57.90%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3585.00P,$SPX,"3,585.00",-15.34%,0.20,0.23,0.25,0.35,-0.62,-63.92%,72,442,0.16,58.13%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3590.00P,$SPX,"3,590.00",-15.22%,0.20,0.23,0.25,0.35,-0.20,-36.36%,54,"1,285",0.04,57.69%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3595.00P,$SPX,"3,595.00",-15.11%,0.20,0.25,0.30,0.30,-0.50,-62.50%,69,967,0.07,57.86%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3600.00P,$SPX,"3,600.00",-14.99%,0.20,0.25,0.30,0.25,0.00,unch,480,"28,639",0.02,57.41%,Put,4,06/18/21,"11:47 ET",12.18%,7.33%
$SPX|20210618|3605.00P,$SPX,"3,605.00",-14.87%,0.20,0.25,0.30,0.25,-0.10,-28.57%,100,568,0.18,56.97%,Put,4,06/18/21,"12:27 ET",12.18%,7.33%
$SPX|20210618|3610.00P,$SPX,"3,610.00",-14.75%,0.20,0.25,0.30,0.40,-0.63,-61.17%,59,461,0.13,56.52%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3615.00P,$SPX,"3,615.00",-14.63%,0.20,0.25,0.30,0.30,-1.35,-81.82%,56,674,0.08,56.08%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3620.00P,$SPX,"3,620.00",-14.51%,0.20,0.25,0.30,0.40,-1.30,-76.47%,44,440,0.10,55.63%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3625.00P,$SPX,"3,625.00",-14.40%,0.25,0.28,0.30,0.23,-0.12,-34.29%,600,"7,985",0.08,55.73%,Put,4,06/18/21,"10:40 ET",12.18%,7.33%
$SPX|20210618|3630.00P,$SPX,"3,630.00",-14.28%,0.25,0.28,0.30,0.40,-1.35,-77.14%,39,730,0.05,55.29%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3635.00P,$SPX,"3,635.00",-14.16%,0.25,0.30,0.35,0.40,-0.40,-50.00%,39,612,0.06,55.34%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3640.00P,$SPX,"3,640.00",-14.04%,0.25,0.30,0.35,0.40,-1.40,-77.78%,38,430,0.09,54.89%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3645.00P,$SPX,"3,645.00",-13.92%,0.25,0.30,0.35,0.45,-1.40,-75.68%,44,269,0.16,54.44%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3650.00P,$SPX,"3,650.00",-13.81%,0.25,0.30,0.35,0.30,-0.15,-33.33%,7,"25,011",0.00,53.99%,Put,4,06/18/21,"12:47 ET",12.18%,7.33%
$SPX|20210618|3655.00P,$SPX,"3,655.00",-13.69%,0.25,0.30,0.35,0.40,-1.50,-78.95%,45,372,0.12,53.54%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3660.00P,$SPX,"3,660.00",-13.57%,0.30,0.32,0.35,0.60,-0.05,-7.69%,23,912,0.03,53.55%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3665.00P,$SPX,"3,665.00",-13.45%,0.30,0.32,0.35,0.60,-1.35,-69.23%,23,"1,088",0.02,53.10%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3670.00P,$SPX,"3,670.00",-13.33%,0.30,0.32,0.35,0.50,-0.40,-44.44%,60,"1,065",0.06,52.65%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3675.00P,$SPX,"3,675.00",-13.22%,0.30,0.35,0.40,0.30,-0.15,-33.33%,610,"5,122",0.12,51.75%,Put,4,06/18/21,"11:45 ET",12.18%,7.33%
$SPX|20210618|3680.00P,$SPX,"3,680.00",-13.10%,0.30,0.35,0.40,0.46,-0.16,-25.81%,54,"1,646",0.03,52.17%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3685.00P,$SPX,"3,685.00",-12.98%,0.30,0.35,0.40,0.40,-1.70,-80.95%,64,472,0.14,51.71%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3690.00P,$SPX,"3,690.00",-12.86%,0.30,0.35,0.40,0.45,-0.28,-38.36%,200,"1,070",0.19,51.26%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3695.00P,$SPX,"3,695.00",-12.74%,0.30,0.35,0.40,0.55,-1.57,-74.06%,43,464,0.09,50.80%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3700.00P,$SPX,"3,700.00",-12.63%,0.35,0.38,0.40,0.35,-0.15,-30.00%,135,"35,203",0.00,50.35%,Put,4,06/18/21,"12:01 ET",12.18%,7.33%
$SPX|20210618|3705.00P,$SPX,"3,705.00",-12.51%,0.35,0.38,0.40,0.65,-1.60,-71.11%,22,414,0.05,50.28%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3710.00P,$SPX,"3,710.00",-12.39%,0.35,0.38,0.40,0.55,-0.25,-31.25%,37,738,0.05,49.83%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3715.00P,$SPX,"3,715.00",-12.27%,0.35,0.40,0.45,0.55,-1.75,-76.09%,187,880,0.21,49.73%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3720.00P,$SPX,"3,720.00",-12.15%,0.35,0.40,0.45,0.75,-0.27,-26.47%,23,471,0.05,49.28%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3725.00P,$SPX,"3,725.00",-12.04%,0.35,0.40,0.45,0.40,-0.30,-42.86%,15,"7,748",0.00,48.82%,Put,4,06/18/21,"10:35 ET",12.18%,7.33%
$SPX|20210618|3730.00P,$SPX,"3,730.00",-11.92%,0.35,0.40,0.45,0.60,-0.92,-60.53%,37,"1,072",0.03,48.36%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3735.00P,$SPX,"3,735.00",-11.80%,0.35,0.40,0.45,0.37,-0.23,-38.33%,17,623,0.03,47.48%,Put,4,06/18/21,"11:17 ET",12.18%,7.33%
$SPX|20210618|3740.00P,$SPX,"3,740.00",-11.68%,0.40,0.45,0.50,0.75,-0.36,-32.43%,22,772,0.03,48.10%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3745.00P,$SPX,"3,745.00",-11.56%,0.40,0.45,0.50,0.80,-0.04,-4.76%,22,727,0.03,47.64%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3750.00P,$SPX,"3,750.00",-11.44%,0.40,0.45,0.50,0.40,-0.25,-38.46%,130,"17,508",0.01,46.54%,Put,4,06/18/21,"11:53 ET",12.18%,7.33%
$SPX|20210618|3755.00P,$SPX,"3,755.00",-11.33%,0.40,0.45,0.50,0.65,-0.24,-26.97%,37,"1,358",0.03,46.72%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3760.00P,$SPX,"3,760.00",-11.21%,0.40,0.45,0.50,0.80,-0.10,-11.11%,22,"1,734",0.01,46.25%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3765.00P,$SPX,"3,765.00",-11.09%,0.40,0.48,0.55,0.80,-0.17,-17.53%,32,561,0.06,46.09%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3770.00P,$SPX,"3,770.00",-10.97%,0.45,0.50,0.55,0.70,-0.65,-48.15%,36,"1,606",0.02,45.91%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3775.00P,$SPX,"3,775.00",-10.85%,0.45,0.50,0.55,0.45,-0.25,-35.71%,2,"4,956",0.00,44.87%,Put,4,06/18/21,"11:34 ET",12.18%,7.33%
$SPX|20210618|3780.00P,$SPX,"3,780.00",-10.74%,0.45,0.50,0.55,0.45,-0.45,-50.00%,10,"1,633",0.01,44.41%,Put,4,06/18/21,"03:00 ET",12.18%,7.33%
$SPX|20210618|3785.00P,$SPX,"3,785.00",-10.62%,0.45,0.50,0.55,0.85,-0.61,-41.78%,21,"1,444",0.01,44.51%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3790.00P,$SPX,"3,790.00",-10.50%,0.45,0.50,0.55,0.75,-0.75,-50.00%,36,"1,509",0.02,44.05%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3795.00P,$SPX,"3,795.00",-10.38%,0.45,0.53,0.60,0.90,-0.85,-48.57%,31,794,0.04,43.84%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3800.00P,$SPX,"3,800.00",-10.26%,0.50,0.55,0.60,0.55,-0.20,-26.67%,20,"34,994",0.00,43.63%,Put,4,06/18/21,"10:34 ET",12.18%,7.33%
$SPX|20210618|3805.00P,$SPX,"3,805.00",-10.15%,0.50,0.55,0.60,0.80,-0.60,-42.86%,35,"1,711",0.02,43.16%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3810.00P,$SPX,"3,810.00",-10.03%,0.50,0.55,0.60,0.50,-0.30,-37.50%,4,619,0.01,42.19%,Put,4,06/18/21,"11:33 ET",12.18%,7.33%
$SPX|20210618|3815.00P,$SPX,"3,815.00",-9.91%,0.50,0.55,0.60,0.80,-2.70,-77.14%,36,881,0.04,42.22%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3820.00P,$SPX,"3,820.00",-9.79%,0.50,0.58,0.65,0.85,-0.22,-20.56%,36,"1,448",0.02,41.99%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3825.00P,$SPX,"3,825.00",-9.67%,0.55,0.60,0.65,0.85,-0.60,-41.38%,29,"4,050",0.01,41.74%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3830.00P,$SPX,"3,830.00",-9.56%,0.55,0.60,0.65,1.05,-0.48,-31.37%,21,983,0.02,41.27%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3835.00P,$SPX,"3,835.00",-9.44%,0.55,0.60,0.65,0.85,-0.67,-44.08%,14,"1,513",0.01,40.80%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3840.00P,$SPX,"3,840.00",-9.32%,0.55,0.63,0.70,0.60,-0.30,-33.33%,2,932,0.00,40.32%,Put,4,06/18/21,"09:53 ET",12.18%,7.33%
$SPX|20210618|3845.00P,$SPX,"3,845.00",-9.20%,0.60,0.65,0.70,0.90,-0.67,-42.68%,35,"1,230",0.03,40.27%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3850.00P,$SPX,"3,850.00",-9.08%,0.60,0.65,0.70,0.65,-0.30,-31.58%,203,"19,397",0.01,39.79%,Put,4,06/18/21,"12:09 ET",12.18%,7.33%
$SPX|20210618|3855.00P,$SPX,"3,855.00",-8.97%,0.60,0.65,0.70,0.95,-0.80,-45.71%,44,"1,751",0.03,39.31%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3860.00P,$SPX,"3,860.00",-8.85%,0.65,0.70,0.75,1.10,-0.85,-43.59%,36,"1,627",0.02,39.22%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3865.00P,$SPX,"3,865.00",-8.73%,0.65,0.70,0.75,0.60,-0.40,-40.00%,5,"1,998",0.00,38.74%,Put,4,06/18/21,"09:41 ET",12.18%,7.33%
$SPX|20210618|3870.00P,$SPX,"3,870.00",-8.61%,0.65,0.70,0.75,1.00,-0.62,-38.27%,45,"2,646",0.02,38.26%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3875.00P,$SPX,"3,875.00",-8.49%,0.65,0.73,0.80,0.70,-0.25,-26.32%,205,"8,141",0.03,37.78%,Put,4,06/18/21,"11:15 ET",12.18%,7.33%
$SPX|20210618|3880.00P,$SPX,"3,880.00",-8.37%,0.70,0.75,0.80,0.74,-0.31,-29.52%,1,"2,664",0.00,37.58%,Put,4,06/18/21,"10:30 ET",12.18%,7.33%
$SPX|20210618|3885.00P,$SPX,"3,885.00",-8.26%,0.70,0.75,0.80,1.05,-0.49,-31.82%,23,"1,648",0.01,37.17%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3890.00P,$SPX,"3,890.00",-8.14%,0.75,0.80,0.85,1.30,-0.17,-11.56%,20,"2,680",0.01,37.01%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3895.00P,$SPX,"3,895.00",-8.02%,0.75,0.80,0.85,1.10,-0.57,-34.13%,34,"2,704",0.01,36.53%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3900.00P,$SPX,"3,900.00",-7.90%,0.75,0.83,0.90,0.80,-0.36,-31.03%,182,"71,270",0.00,36.04%,Put,4,06/18/21,"12:39 ET",12.18%,7.33%
$SPX|20210618|3905.00P,$SPX,"3,905.00",-7.78%,0.80,0.85,0.90,1.35,-0.36,-21.05%,21,"3,142",0.01,35.86%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3910.00P,$SPX,"3,910.00",-7.67%,0.80,0.85,0.90,1.14,-0.76,-40.00%,16,"7,454",0.00,35.37%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3915.00P,$SPX,"3,915.00",-7.55%,0.80,0.88,0.95,1.20,-0.80,-40.00%,42,"7,082",0.01,35.02%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3920.00P,$SPX,"3,920.00",-7.43%,0.85,0.90,0.95,0.75,-0.45,-37.50%,36,"7,587",0.00,34.67%,Put,4,06/18/21,"11:52 ET",12.18%,7.33%
$SPX|20210618|3925.00P,$SPX,"3,925.00",-7.31%,0.85,0.93,1.00,0.85,-0.40,-32.00%,"4,138","31,699",0.13,33.89%,Put,4,06/18/21,"12:20 ET",12.18%,7.33%
$SPX|20210618|3930.00P,$SPX,"3,930.00",-7.19%,0.90,0.95,1.00,0.80,-0.49,-37.98%,1,"10,499",0.00,33.95%,Put,4,06/18/21,"11:29 ET",12.18%,7.33%
$SPX|20210618|3935.00P,$SPX,"3,935.00",-7.08%,0.90,0.98,1.05,0.95,-0.35,-26.92%,5,"11,196",0.00,33.45%,Put,4,06/18/21,"09:53 ET",12.18%,7.33%
$SPX|20210618|3940.00P,$SPX,"3,940.00",-6.96%,0.95,1.00,1.05,0.95,-0.35,-26.92%,39,"7,292",0.01,32.95%,Put,4,06/18/21,"09:59 ET",12.18%,7.33%
$SPX|20210618|3945.00P,$SPX,"3,945.00",-6.84%,0.95,1.00,1.05,1.03,-0.32,-23.70%,1,"8,008",0.00,32.85%,Put,4,06/18/21,"09:53 ET",12.18%,7.33%
$SPX|20210618|3950.00P,$SPX,"3,950.00",-6.72%,1.00,1.05,1.10,0.97,-0.38,-28.15%,152,"53,617",0.00,32.44%,Put,4,06/18/21,"12:07 ET",12.18%,7.33%
$SPX|20210618|3955.00P,$SPX,"3,955.00",-6.60%,1.00,1.05,1.10,1.05,-0.35,-25.00%,20,"7,800",0.00,31.94%,Put,4,06/18/21,"10:48 ET",12.18%,7.33%
$SPX|20210618|3960.00P,$SPX,"3,960.00",-6.49%,1.05,1.10,1.15,1.05,-0.40,-27.59%,23,"9,009",0.00,31.43%,Put,4,06/18/21,"10:44 ET",12.18%,7.33%
$SPX|20210618|3965.00P,$SPX,"3,965.00",-6.37%,1.05,1.13,1.20,1.00,-0.45,-31.03%,44,"6,411",0.01,31.26%,Put,4,06/18/21,"11:56 ET",12.18%,7.33%
$SPX|20210618|3970.00P,$SPX,"3,970.00",-6.25%,1.10,1.15,1.20,1.50,-1.14,-43.18%,34,"5,237",0.01,30.86%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3975.00P,$SPX,"3,975.00",-6.13%,1.10,1.18,1.25,1.14,-0.41,-26.45%,72,"8,706",0.01,30.30%,Put,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|3980.00P,$SPX,"3,980.00",-6.01%,1.15,1.23,1.30,1.12,-0.43,-27.74%,31,"4,043",0.01,30.14%,Put,4,06/18/21,"10:56 ET",12.18%,7.33%
$SPX|20210618|3985.00P,$SPX,"3,985.00",-5.90%,1.20,1.25,1.30,1.15,-0.45,-28.13%,20,"1,435",0.01,29.72%,Put,4,06/18/21,"11:43 ET",12.18%,7.33%
$SPX|20210618|3990.00P,$SPX,"3,990.00",-5.78%,1.25,1.30,1.35,1.25,-0.40,-24.24%,9,"2,723",0.00,29.20%,Put,4,06/18/21,"09:53 ET",12.18%,7.33%
$SPX|20210618|3995.00P,$SPX,"3,995.00",-5.66%,1.30,1.35,1.40,1.30,-0.65,-33.33%,14,"2,952",0.00,28.87%,Put,4,06/18/21,"10:44 ET",12.18%,7.33%
$SPX|20210618|4000.00P,$SPX,"4,000.00",-5.54%,1.30,1.35,1.40,1.35,-0.40,-22.86%,278,"65,436",0.00,28.53%,Put,4,06/18/21,"12:47 ET",12.18%,7.33%
$SPX|20210618|4005.00P,$SPX,"4,005.00",-5.42%,1.35,1.40,1.45,1.30,-0.55,-29.73%,21,"2,180",0.01,28.17%,Put,4,06/18/21,"12:13 ET",12.18%,7.33%
$SPX|20210618|4010.00P,$SPX,"4,010.00",-5.31%,1.40,1.45,1.50,1.41,-0.34,-19.43%,1,"1,243",0.00,27.68%,Put,4,06/18/21,"10:52 ET",12.18%,7.33%
$SPX|20210618|4015.00P,$SPX,"4,015.00",-5.19%,1.45,1.50,1.55,1.80,-3.61,-66.73%,13,"1,339",0.01,27.44%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4020.00P,$SPX,"4,020.00",-5.07%,1.50,1.55,1.60,1.57,-0.40,-20.30%,2,"1,205",0.00,27.12%,Put,4,06/18/21,"10:37 ET",12.18%,7.33%
$SPX|20210618|4025.00P,$SPX,"4,025.00",-4.95%,1.55,1.63,1.70,1.49,-0.53,-26.24%,385,"4,069",0.09,26.75%,Put,4,06/18/21,"12:36 ET",12.18%,7.33%
$SPX|20210618|4030.00P,$SPX,"4,030.00",-4.83%,1.60,1.68,1.75,1.62,-0.68,-29.57%,16,"3,004",0.01,26.19%,Put,4,06/18/21,"12:43 ET",12.18%,7.33%
$SPX|20210618|4035.00P,$SPX,"4,035.00",-4.71%,1.65,1.73,1.80,2.05,-0.97,-32.12%,367,"1,297",0.28,25.95%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4040.00P,$SPX,"4,040.00",-4.60%,1.75,1.83,1.90,1.71,-0.39,-18.57%,8,"1,548",0.01,25.67%,Put,4,06/18/21,"12:33 ET",12.18%,7.33%
$SPX|20210618|4045.00P,$SPX,"4,045.00",-4.48%,1.80,1.88,1.95,2.17,-1.05,-32.61%,17,549,0.03,25.24%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4050.00P,$SPX,"4,050.00",-4.36%,1.90,1.95,2.00,1.95,-0.30,-13.33%,933,"22,210",0.04,24.87%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4055.00P,$SPX,"4,055.00",-4.24%,1.95,2.03,2.10,1.89,-0.43,-18.53%,1,"1,770",0.00,24.49%,Put,4,06/18/21,"10:49 ET",12.18%,7.33%
$SPX|20210618|4060.00P,$SPX,"4,060.00",-4.12%,2.05,2.13,2.20,1.77,-0.75,-29.76%,5,"8,367",0.00,24.16%,Put,4,06/18/21,"09:41 ET",12.18%,7.33%
$SPX|20210618|4065.00P,$SPX,"4,065.00",-4.01%,2.15,2.22,2.30,2.04,-0.51,-20.00%,7,"5,715",0.00,23.81%,Put,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4070.00P,$SPX,"4,070.00",-3.89%,2.25,2.30,2.35,2.12,-0.43,-16.86%,15,"10,418",0.00,23.39%,Put,4,06/18/21,"11:33 ET",12.18%,7.33%
$SPX|20210618|4075.00P,$SPX,"4,075.00",-3.77%,2.35,2.43,2.50,2.15,-0.62,-22.38%,"1,629","18,283",0.09,23.07%,Put,4,06/18/21,"12:10 ET",12.18%,7.33%
$SPX|20210618|4080.00P,$SPX,"4,080.00",-3.65%,2.50,2.55,2.60,2.20,-0.55,-20.00%,53,"7,596",0.01,22.73%,Put,4,06/18/21,"11:23 ET",12.18%,7.33%
$SPX|20210618|4085.00P,$SPX,"4,085.00",-3.53%,2.60,2.68,2.75,2.26,-0.69,-23.39%,2,"5,783",0.00,22.37%,Put,4,06/18/21,"10:54 ET",12.18%,7.33%
$SPX|20210618|4090.00P,$SPX,"4,090.00",-3.42%,2.75,2.83,2.90,2.60,-0.50,-16.13%,20,"4,852",0.00,22.03%,Put,4,06/18/21,"10:33 ET",12.18%,7.33%
$SPX|20210618|4095.00P,$SPX,"4,095.00",-3.30%,2.90,3.00,3.10,2.83,-0.37,-11.56%,3,"5,106",0.00,21.73%,Put,4,06/18/21,"12:43 ET",12.18%,7.33%
$SPX|20210618|4100.00P,$SPX,"4,100.00",-3.18%,3.00,3.10,3.20,3.12,-0.23,-6.87%,"1,459","29,141",0.05,21.31%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4105.00P,$SPX,"4,105.00",-3.06%,3.20,3.30,3.40,3.02,-0.58,-16.11%,1,"3,275",0.00,20.97%,Put,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4110.00P,$SPX,"4,110.00",-2.94%,3.40,3.50,3.60,3.29,-0.36,-9.86%,172,"8,530",0.02,20.64%,Put,4,06/18/21,"12:43 ET",12.18%,7.33%
$SPX|20210618|4115.00P,$SPX,"4,115.00",-2.83%,3.60,3.70,3.80,3.48,-0.42,-10.77%,6,"7,909",0.00,20.28%,Put,4,06/18/21,"12:43 ET",12.18%,7.33%
$SPX|20210618|4120.00P,$SPX,"4,120.00",-2.71%,3.80,3.90,4.00,3.60,-0.20,-5.26%,98,"11,120",0.01,19.91%,Put,4,06/18/21,"12:33 ET",12.18%,7.33%
$SPX|20210618|4125.00P,$SPX,"4,125.00",-2.59%,4.00,4.15,4.30,4.12,0.22,+5.64%,"1,499","34,074",0.04,19.54%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4130.00P,$SPX,"4,130.00",-2.47%,4.30,4.40,4.50,3.90,-0.20,-4.88%,43,"5,435",0.01,19.22%,Put,4,06/18/21,"12:24 ET",12.18%,7.33%
$SPX|20210618|4135.00P,$SPX,"4,135.00",-2.35%,4.60,4.70,4.80,4.70,-0.30,-6.00%,5,"8,179",0.00,18.89%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4140.00P,$SPX,"4,140.00",-2.24%,4.90,5.00,5.10,4.47,0.07,+1.59%,46,"10,811",0.00,18.54%,Put,4,06/18/21,"12:31 ET",12.18%,7.33%
$SPX|20210618|4145.00P,$SPX,"4,145.00",-2.12%,5.20,5.30,5.40,5.20,0.30,+6.12%,234,"10,917",0.02,18.05%,Put,4,06/18/21,"12:52 ET",12.18%,7.33%
$SPX|20210618|4150.00P,$SPX,"4,150.00",-2.00%,5.50,5.65,5.80,5.62,0.57,+11.29%,"2,676","30,867",0.09,17.77%,Put,4,06/18/21,"12:55 ET",12.18%,7.33%
$SPX|20210618|4155.00P,$SPX,"4,155.00",-1.88%,5.90,6.00,6.10,5.81,-0.29,-4.75%,52,"13,288",0.00,17.41%,Put,4,06/18/21,"12:44 ET",12.18%,7.33%
$SPX|20210618|4160.00P,$SPX,"4,160.00",-1.76%,6.30,6.40,6.50,6.42,0.67,+11.65%,489,"12,049",0.04,17.05%,Put,4,06/18/21,"12:55 ET",12.18%,7.33%
$SPX|20210618|4165.00P,$SPX,"4,165.00",-1.64%,6.80,6.90,7.00,6.95,0.75,+12.10%,361,"7,333",0.05,16.76%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4170.00P,$SPX,"4,170.00",-1.53%,7.30,7.45,7.60,7.47,0.98,+15.10%,"1,785","10,891",0.16,16.42%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4175.00P,$SPX,"4,175.00",-1.41%,7.90,8.05,8.20,7.46,0.78,+11.68%,639,"21,946",0.03,16.08%,Put,4,06/18/21,"12:41 ET",12.18%,7.33%
$SPX|20210618|4180.00P,$SPX,"4,180.00",-1.29%,8.40,8.55,8.70,7.60,0.35,+4.83%,47,"14,998",0.00,15.64%,Put,4,06/18/21,"11:29 ET",12.18%,7.33%
$SPX|20210618|4185.00P,$SPX,"4,185.00",-1.17%,9.10,9.30,9.50,8.10,0.36,+4.65%,69,"8,550",0.01,15.34%,Put,4,06/18/21,"11:52 ET",12.18%,7.33%
$SPX|20210618|4190.00P,$SPX,"4,190.00",-1.05%,9.90,10.05,10.20,9.10,0.50,+5.81%,"2,615","6,795",0.38,14.99%,Put,4,06/18/21,"12:46 ET",12.18%,7.33%
$SPX|20210618|4195.00P,$SPX,"4,195.00",-0.94%,10.80,10.95,11.10,10.07,1.14,+12.77%,18,"9,616",0.00,14.69%,Put,4,06/18/21,"12:32 ET",12.18%,7.33%
$SPX|20210618|4200.00P,$SPX,"4,200.00",-0.82%,11.70,11.85,12.00,11.85,2.72,+29.79%,779,"28,380",0.03,14.33%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4205.00P,$SPX,"4,205.00",-0.70%,12.80,12.95,13.10,11.90,1.76,+17.36%,4,"9,893",0.00,14.03%,Put,4,06/18/21,"11:32 ET",12.18%,7.33%
$SPX|20210618|4210.00P,$SPX,"4,210.00",-0.58%,13.80,14.00,14.20,12.22,1.75,+16.71%,261,"6,158",0.04,13.64%,Put,4,06/18/21,"12:21 ET",12.18%,7.33%
$SPX|20210618|4215.00P,$SPX,"4,215.00",-0.46%,15.10,15.25,15.40,14.63,2.76,+23.25%,44,"5,498",0.01,13.30%,Put,4,06/18/21,"12:41 ET",12.18%,7.33%
$SPX|20210618|4220.00P,$SPX,"4,220.00",-0.35%,16.70,16.90,17.10,16.52,3.82,+30.08%,685,"11,798",0.06,13.12%,Put,4,06/18/21,"12:51 ET",12.18%,7.33%
$SPX|20210618|4225.00P,$SPX,"4,225.00",-0.23%,18.40,18.60,18.80,18.50,4.12,+28.65%,"6,518","42,880",0.15,12.81%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4230.00P,$SPX,"4,230.00",-0.11%,20.20,20.40,20.60,20.40,5.20,+34.21%,"1,456","11,388",0.13,12.59%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
